Отчет Наличие товаров к дате;;;;;;;;;;
;;;;;;;;;;
;;;Код;Группа;Товар;Ед. изм.;Количество;Приходная цена;Приходная ст-сть;
;;;1500;Фрукты/Овощи/Зелень/Зелень;Петрушка;шт.;138,000;25,00;3450,00;
;;;97817;Сладкое/Прочее/Кукурузные палочки/Поп Корн;Кукурузные палочки принцулька 90гр ВКУСНОМАМА;шт.;4,000;128,57;514,29;
;;;2000999843982;ДЛЯ КАССЫ/Аксессуары;Кабель Х-102;шт.;2,000;170,00;340,00;
;;;1119690;Продукты Питания/Полуфабрикаты;Вареники с картошкой 1 кг хаз чам;шт.;4,000;370,00;1480,00;
;;;1118747;Игрушки;Водяной пистолет мини;шт.;10,000;30,00;300,00;
;;;236;Весовые товары/Драже;Драже Арахис в кунжуте Альфа;кг;2,286;320,40;732,43;
;;;104276;Служебная группа;ЛЮРЕ влаж сал 120шт;шт.;3,000;98,01;294,03;
;;;106086;Продукты Питания/Морепродукты;Сельди 130гр Балтииский берег в масле с укроп;шт.;2,000;150,00;300,00;
;;;2000999844081;Детские товары;Пупс в коробке;шт.;2,000;1050,00;2100,00;
;;;1119706;Сладкое/Мороженое;Каприз фисташка;шт.;105,000;54,05;5675,68;
;;;98042;Напитки/Вода;Архыз 5л;шт.;2,000;129,00;258,00;
;;;2000999844190;Детские товары;Средство для мытья посуды 500 мл  Наша мама;шт.;3,000;201,00;603,00;
;;;1118802;Канцтовары;Альбом для рисования 8 л;шт.;1,000;26,00;26,00;
;;;100552;Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар;Сахар Корона Кавказа 500гр;шт.;21,000;41,00;861,00;
;;;1118315;Игрушки;Маски для лица тканевые;шт.;24,000;14,77;354,40;
;;;1117847;Продукты Питания/Морепродукты;Сельдь по царски ароматная 260 гр;шт.;2,000;257,00;514,00;
;;;96452;Детские товары;Подгузники Памперс джамбо пак 3 82шт;шт.;4,000;1130,00;4520,00;
;;;2000999844257;Детские товары;Бюбхен крем для младенцев 150 мл;шт.;3,000;370,00;1110,00;
;;;1118365;Продукты Питания/Молочка/Сгущенка;Сгущенка вареная жб 370 гр;шт.;18,000;112,00;2016,00;
;;;110888;Напитки/Соки;Нектар стом 1л Мультифрукт;шт.;1,000;132,83;132,83;
;;;1119067;Канцтовары;Блок декоративный;шт.;1,000;55,00;55,00;
;;;1118343;Служебная группа;Духи мужские свой 100 мл;шт.;4,000;329,00;1316,00;
;;;1110;Весовые товары/Выпечка;Эклеры Заварные Варенка (Альфа);кг;4,000;215,00;860,00;
;;;98150;Чипсы/Лейс;Лейс 140гр рифленые Сметана и лук;шт.;8,000;115,79;926,32;
;;;222;Весовые товары/Мясное;Сосиски Султановские;кг;2,694;216,67;583,70;
;;;588;Весовые товары/Драже;Креветки Ваннамей;кг;10,936;730,00;7983,28;
;;;1119223;Напитки/Вода;Стик с пармезаном абуев;шт.;3,000;137,00;411,00;
;;;488;Весовые товары/Мясное;Грудка куриная Эко Халяль;кг;9,362;484,00;4531,21;
;;;1117931;Обувь;Лейс из печи лосось и авакадо 80 гр;шт.;40,000;107,15;4286,00;
;;;103824;Напитки/Соки;Акапелла 0.5л Персик;шт.;5,000;79,37;396,83;
;;;2000999844037;ДЛЯ КАССЫ/Посуда;Рис басмати 1 кг Марва;шт.;4,000;190,00;760,00;
;;;1118408;Служебная группа;Джойкеры леденцы 10 гр;шт.;10,000;85,39;853,91;
;;;108258;Сушеные Рыба/Говядина;Куриные снеки 80гр ХасПродукт;шт.;1,000;263,00;263,00;
;;;1116658;Продукты Питания/Консервы/Мясо;Соус АВИРА Остро-Жгучий 220 гр;шт.;14,000;45,00;630,00;
;;;1118603;Электроника;Прожектор 50 вт;шт.;2,000;379,52;759,04;
;;;1119213;Сладкое/Мороженое;Спиролло с шариками;шт.;2,000;107,50;215,00;
;;;2000999844315;Детские товары;Гель для мытья Алоэ вера;шт.;1,000;287,00;287,00;
;;;104524;Сигареты;Плитка Яшкино с Арахисом 90гр;шт.;3,000;85,10;255,30;
;;;2000999844263;Детские товары;Нагрудник Ювитон;шт.;1,000;209,00;209,00;
;;;1118471;Электроника;Держатель 135;шт.;2,000;230,00;460,00;
;;;99913;Семечки;Семечки Олимпия полосатые с солью 200гр;шт.;2,000;130,00;260,00;
;;;2000999844118;Химия/Для себя/Прокладки;Влажные салфетки Ангел 144 шт;шт.;15,000;100,00;1500,00;
;;;1118612;Весовые товары/Мясное;Сырные палочки солонина;шт.;2,000;175,20;350,40;
;;;53;Весовые товары/Выпечка;Пряники сырцовые Чудесные творожные 30сут (Альфа) 23дн;кг;1,378;139,50;192,23;
;;;1118680;Продукты Питания/Молочка;Сыр копченый станицыно 150 гр;шт.;4,000;112,00;448,00;
;;;103481;Продукты Питания/Полуфабрикаты;Булочки для Хот Дога240гр БагерСтар;шт.;7,000;128,53;899,71;
;;;105956;Напитки/Чай/Кисель;Чай Кежо 95гр Мята;шт.;4,000;112,36;449,44;
;;;1343;Сладкое/Шоколадные плитки/пасты;Шоколад горький 100гр MERCI;шт.;7,000;160,00;1120,00;
;;;101662;Сладкое/Прочее/Готовый завтрак (Хлопья);Подушечки Любятого 220гр;шт.;3,000;135,00;405,00;
;;;99451;Химия/Бытовая химия;Белизна плюс 1000гр;шт.;12,000;43,00;516,00;
;;;103564;Чипсы/Лейс;Лейс 70гр рифленые Паприка;шт.;33,000;66,00;2178,00;
;;;1117951;Игрушки/Пистолеты/Мячи;Мяч футбольный дорогой 1;шт.;5,000;420,00;2100,00;
;;;97566;Напитки/Соки;Гуниб 0.75л;шт.;6,000;98,32;589,92;
;;;1115677;Электроника/Гаджеты;Кабель X59 2м;шт.;2,000;270,00;540,00;
;;;2000999844451;Для дома/Салфетки;Влажные салфетки эконом 120 шт;шт.;30,000;86,00;2580,00;
;;;1118442;Химия/Бытовая химия;Крем для лица с рисом 200 мл;шт.;5,000;100,00;500,00;
;;;98029;Напитки/Соки;Сок Фри фруит 0.2л;шт.;51,000;35,50;1810,50;
;;;95392;Для дома/Салфетки;Салфетки соффиван  2 пары;шт.;1,000;150,00;150,00;
;;;1118721;Жевачка;Орбит 67 гр;шт.;3,000;266,67;800,00;
;;;1119413;Игрушки;Кот 2479;шт.;2,000;580,00;1160,00;
;;;531;Весовые товары/Выпечка;В гостях у дества (Алфавит) Т051 (МС);кг;0,512;168,21;86,12;
;;;107340;Продукты Питания/Крупы/Макароны/Хлопья;Кашка Минутка 5пак 185гр;шт.;10,000;70,74;707,40;
;;;96171;Продукты Питания/Молочка;Сыр российский Чабан 180гр;шт.;5,000;195,00;975,00;
;;;98739;Для дома;Спирали от комаров Риттер 10шт;шт.;11,000;55,00;605,00;
;;;1118327;Для дома/Салфетки;Губчатая салфетка для уборки;шт.;4,000;70,00;280,00;
;;;2000999844416;Служебная группа;Морской коктейль в рассоле 210 гр;шт.;2,000;179,00;358,00;
;;;98800;Электроника/Гаджеты;Наушники беспроводные AirPods 3;шт.;2,000;2000,00;4000,00;
;;;1118198;Химия/Для себя/Крем;Спонжик в железной упаковке;шт.;32,000;49,00;1568,00;
;;;1119549;Сладкое/Прочее/Милка;Милка печенье чоко минис 150 гр;шт.;4,000;135,00;540,00;
;;;2000999844324;Детские товары;Лулу крем под подгузник 75 мл;шт.;5,000;262,00;1310,00;
;;;108197;Напитки/Кофе/Какао/Сливки;МакКоффее 3 в 1 Сгущ Молоко 50шт;шт.;5,000;719,00;3595,00;
;;;110146;Сладкое/Прочее;Сладкая Вата 11г ЧупаЧупс;шт.;3,000;51,29;153,86;
;;;2000999844272;Детские товары;Бусинка мягкая ложка;шт.;4,000;70,00;280,00;
;;;96427;Напитки/Соки;Спрайт 0.9л;шт.;33,000;79,17;2612,50;
;;;100031;Напитки/Кофе/Какао/Сливки;Кофе Латте со вкусом карамели 22гр х 20 х 20;шт.;1,000;293,00;293,00;
;;;491;Весовые товары/Мясное;ММ Колбаса Кавказская п/к, кат.Б;кг;0,728;470,00;342,16;
;;;103505;Чипсы/Лейс;Лейс 140гр Малосольные огурчики;шт.;59,000;128,95;7608,05;
;;;1118411;Служебная группа;Конг клубника 500 гр Ихляс;шт.;7,000;340,00;2380,00;
;;;100623;Продукты Питания/Молочка/Молоко/Кефир/Сливки;молоко простоквашино 930 гр 2.5пр;шт.;3,000;89,99;269,97;
;;;106430;Химия/Ароматная;Жидкое крем-мыло Милана 1л;шт.;2,000;130,50;261,00;
;;;2000999844266;Детские товары;Детская ложечка с мягкие наконечником;шт.;5,000;79,00;395,00;
;;;1119716;Продукты Питания;Золотой стандарт черника 475 гр;шт.;1,000;465,00;465,00;
;;;1119488;Химия/Для себя/Шампунь;Ножницы зингер 33;шт.;4,000;165,00;660,00;
;;;102641;Продукты Питания/Консервы/Зелень;Перец красный чили маринованный 370мл Практик;шт.;24,000;149,00;3576,00;
;;;1119446;Напитки/Соки;Гуниб абрикос 0.75 мл;шт.;4,000;98,29;393,16;
;;;100999;Фрукты/Овощи/Зелень/Зелень;петрушка кудрявая;шт.;24,000;15,00;360,00;
;;;98921;Чипсы;Картофельная соломка 40гр Гриззон (Альфа);шт.;39,000;26,00;1014,00;
;;;1119115;Продукты Питания/Молочка/Йогурт/Пудинг;Экспонента 500 гр киви;шт.;6,000;145,00;870,00;
;;;105508;Служебная группа;Фрут-телла 41гр;шт.;21,000;30,95;650,00;
;;;1118995;ДЛЯ КАССЫ/Посуда;Кружка для супа Шефс;шт.;2,000;140,00;280,00;
;;;1119177;Для дома;Патрон черный;шт.;10,000;52,34;523,40;
;;;97340;Напитки/Кофе/Какао/Сливки/Кофе;Кофе Бушидо 50гр Блэк Катана;шт.;7,000;550,00;3850,00;
;;;95008;Чипсы/Лейс;Лейс из печи 85гр Лисички в сметане;шт.;4,000;107,15;428,60;
;;;100087;Детские товары;НАН 400гр 4;шт.;6,000;650,00;3900,00;
;;;223;Весовые товары/Вафли вес;Печенье кофе зерна Мир сладостей;кг;3,004;197,48;593,23;
;;;110380;Химия/Для себя/Салфетки влажные;Влажные салфетки 20шт Флора;шт.;2,000;22,97;45,94;
;;;2000999844396;Химия/Для себя/Полость рта;Аэрозоль Glade 300 мл японский сад;шт.;4,000;127,24;508,96;
;;;99975;Напитки/Соки;Рич 1л;шт.;3,000;101,17;303,50;
;;;1119251;Семечки;Фисташки триумф 130 гр;шт.;11,000;198,00;2178,00;
;;;1118699;Химия/Для себя/Полость рта;Зубная паста жемчуг хвойный;шт.;4,000;62,00;248,00;
;;;96987;Чипсы;Мега чипсы 50гр Острые;шт.;4,000;53,61;214,44;
;;;1118794;Канцтовары;Альбом 24 л;шт.;1,000;55,00;55,00;
;;;100712;ДЛЯ КАССЫ/Кухня;Колбаса  варенная Сельская 370 гр;шт.;2,000;245,00;490,00;
;;;1117522;Посуда;Протеиновый десерт капсы 70 гр;шт.;5,000;104,40;522,00;
;;;107331;Кошачьи товары;Корм Для Кошек 75гр Феликс Курица;шт.;8,000;25,99;207,92;
;;;99424;Продукты Питания/Специи;Панировачные сухари золотистые 200гр Лавка пряностей;шт.;8,000;50,00;400,00;
;;;1198;Напитки/Чай/Кисель;Чай Муслим эрл грей 200 гр с Бергамотом;шт.;3,000;300,00;900,00;
;;;1118399;Напитки/Соки;Кока кола жб 160 мл;шт.;2,000;95,00;190,00;
